,type,id,tags,intraHash,label,user,description,date,changeDate,count,url,interHash,pub-type,booktitle,publisher,address,year,author,authors,editor,editors,pages,note,abstract,isbn,language,bibtexKey,journal,issn,doi,price,series,volume,file,number,ee,eventtitle,refid,groups,intrahash,timestamp,username,search_string,pmid,poster,shorttitle,urldate,references,ean,asin,dewey,venue,priority,citeulike-article-id,issue,keyword,affiliation,owner,lccn,bdsk-url-1,bdsk-url-2,date-modified,topic,paperid,eventdate,urllink,dataset,source,document_type,copyright,video,numpages,articleno,location,eprint,posted-at,organisation,size,notes,acmid,date-added,archiveprefix,primaryclass,article-number,mendeley-tags,subtitle,pagetotal,ppn_gvk,citeulike-linkout-1,citeulike-linkout-0,session,urn,issue_date,dnbtitleid,keywords,pst,jt,edat,mhda,mh,jid,crdt,dcom,da,so,bdsk-file-1,stat,au,sb,pt,pl,own,gr,project,citeulike-linkout-2,citeulike-linkout-3,opac,status,oai-id,oai-set,unit,details,documenturl,review,journaltitle,area,projects,pdf
28,Bookmark,https://www.bibsonomy.org/url/d798a0a104fdc045c160d184f1107bd6/achakraborty,"['computer-vision', 'python', 'collection', 'tutorial', 'pytorch', 'article', 'blog']",d798a0a104fdc045c160d184f1107bd6,Series: YOLO object detector in PyTorch - Hello Paperspace,achakraborty,,2018-04-23 20:25:30,2018-04-23 20:25:30,1,https://blog.paperspace.com/tag/series-yolo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Bookmark,https://www.bibsonomy.org/url/3033b8a9d21c2089f9b30e79cda6806c/brightbyte,"['hackerspace', 'hub', 'hackers']",3033b8a9d21c2089f9b30e79cda6806c,HackerSpaceEuroTour - Tmplab,brightbyte,,2009-06-02 16:33:43,2009-06-02 16:33:43,1,http://www.tmplab.org/wiki/index.php/HackerSpaceEuroTour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Bookmark,https://www.bibsonomy.org/url/3a780f97993c6c58de72ce152807b154/brightbyte,"['survey<', 'hackerspace', 'motivation']",3a780f97993c6c58de72ce152807b154,"Extreme activities in cyberspace. » Hackerspaces, members and involvement (survey study)",brightbyte,,2010-07-28 10:44:46,2010-07-28 10:44:46,1,http://extreme.ajatukseni.net/2010/07/19/hackerspaces-members-and-involvement-survey-study/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Bookmark,https://www.bibsonomy.org/url/4c8d999adde456a2249cd638ccdf1a50/bshanks,"['hackerspace', 'coworking']",4c8d999adde456a2249cd638ccdf1a50,Shared Spaces for Social Innovation | Centre for Social Innovation,bshanks,,2016-12-12 10:00:50,2020-06-15 21:39:35,1,http://socialinnovation.ca/sssi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Bookmark,https://www.bibsonomy.org/url/b23abf6764991a8f031988a1480f06df/gor,"['imported', 'Computing', 'UserInterfaces/Usability', 'system:imported', 'VirtualReality']",b23abf6764991a8f031988a1480f06df,:::::::::: Fakespace Systems Inc. - Better Ways to Create & Communicate ::::::::::,gor,,2002-10-14 12:12:22,2002-10-14 12:12:22,1,http://www.fakespacesystems.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Bookmark,https://www.bibsonomy.org/url/64ac5856118821cba926cddd2b4873b2/robingarcia,['Unsortierte_Lesezeichen'],64ac5856118821cba926cddd2b4873b2,Treffen: Freifunk Stuttgart » shackspace = der hackerspace in stuttgart,robingarcia,,2017-03-17 10:34:49,2017-04-13 09:59:20,1,http://shackspace.de/?p=4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Bookmark,https://www.bibsonomy.org/url/27812b48e5762b85c7f52c5ebb89c735/festplatte,"['summarization', 'gpt2', 'masterthesis', 'finetuning']",27812b48e5762b85c7f52c5ebb89c735,Generating Text Summaries Using GPT-2 on PyTorch | Paperspace Blog,festplatte,,2020-10-28 07:36:51,2020-10-28 07:36:51,1,https://blog.paperspace.com/generating-text-summaries-gpt-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Bookmark,https://www.bibsonomy.org/url/92f1e4a89e4cce69b4c246deb2cb79d5/djimenezsanchez,"['tesis', 'lalleme', 'maker']",92f1e4a89e4cce69b4c246deb2cb79d5,L'âge du faire : ce que le mouvement maker nous dit du travail de demain,djimenezsanchez,,2016-08-04 09:25:57,2016-08-04 09:26:06,1,https://rslnmag.fr/cite/age-du-faire-mouvement-maker-travail-demain-hackerspace-lallement/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Bookmark,https://www.bibsonomy.org/url/5144164dcc031c7910dfa46412f95cc5/robingarcia,['Unsortierte_Lesezeichen'],5144164dcc031c7910dfa46412f95cc5,Treffen & Vorträge: Erstes Stuttgarter Hardware Startups Meetup » shackspace = der hackerspace in stuttgart,robingarcia,,2017-03-17 10:34:48,2017-04-13 09:59:18,1,http://shackspace.de/?p=4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Bookmark,https://www.bibsonomy.org/url/dfbd8b5ee25cb62c77c2c1ab51172c28/asrael,"['it', 'stuttgart', 'group']",dfbd8b5ee25cb62c77c2c1ab51172c28,"shackspace = der hackerspace in stuttgart » Werkstatt, Treffpunkt, Vereinsheim für Nerds & freundliche Digitalkultur",asrael,,2010-11-10 15:55:33,2010-11-10 15:55:33,1,http://shackspace.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makerspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
